MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU05016	no	Nd|NEUDI1_113860	yes	Nt|NEUTE1_125019	no
Nc|NCU05017	yes	Nd|NEUDI1_44524	yes	Nt|NEUTE1_125018	no
Nc|NCU05018	yes	NONE	NA	NONE	NA
Nc|NCU05019	no	Nd|NEUDI1_113862	yes	Nt|NEUTE1_48800	no
Nc|NCU05020	no	Nd|NEUDI1_19516,NEUDI1_19517	yes,no	Nt|NEUTE1_25303	no
Nc|NCU05022	no	Nd|NEUDI1_142041	yes	Nt|NEUTE1_104313	no
Nc|NCU05023	no	Nd|NEUDI1_169114	no	Nt|NEUTE1_118345	no
Nc|NCU05024	no	Nd|NEUDI1_103852	no	Nt|NEUTE1_141177	no
Nc|NCU05025	no	Nd|NEUDI1_128733	yes	Nt|NEUTE1_104309	no
Nc|NCU05027	no	Nd|NEUDI1_128735	no	Nt|NEUTE1_69871	no
Nc|NCU05028	no	Nd|NEUDI1_128736	no	Nt|NEUTE1_125014	no
Nc|NCU05029	no	Nd|NEUDI1_169117	no	Nt|NEUTE1_69865	no
Nc|NCU05030	no	Nd|NEUDI1_103866	no	Nt|NEUTE1_141169	no
Nc|NCU05031	no	Nd|NEUDI1_85480	yes	Nt|NEUTE1_104303	no
Nc|NCU05032	no	Nd|NEUDI1_103871	no	Nt|NEUTE1_88539	no
Nc|NCU05033	no	Nd|NEUDI1_103872	yes	Nt|NEUTE1_132246	no
Nc|NCU05034	no	Nd|NEUDI1_142051	yes	Nt|NEUTE1_113323	no
Nc|NCU05035	no	Nd|NEUDI1_128741	yes	Nt|NEUTE1_149072	no
Nc|NCU05036	no	Nd|NEUDI1_19536	yes	Nt|NEUTE1_88536	no
Nc|NCU05037	no	Nd|NEUDI1_103873	no	Nt|NEUTE1_69855	no
Nc|NCU05038	no	Nd|NEUDI1_103876	no	Nt|NEUTE1_48561	no
Nc|NCU05039	no	Nd|NEUDI1_158264	no	Nt|NEUTE1_132243	no
Nc|NCU05040	no	Nd|NEUDI1_103882	no	Nt|NEUTE1_125008	no
Nc|NCU05041	no	Nd|NEUDI1_85496	no	Nt|NEUTE1_88527	no
Nc|NCU05042	no	Nd|NEUDI1_19542	no	Nt|NEUTE1_149066	no
Nc|NCU05043	no	Nd|NEUDI1_85499	no	Nt|NEUTE1_149065	no
Nc|NCU05044	no	Nd|NEUDI1_85503	no	Nt|NEUTE1_125004	no
Nc|NCU05045	no	Nd|NEUDI1_85504	no	Nt|NEUTE1_69836	no
Nc|NCU05046	no	Nd|NEUDI1_85509	no	Nt|NEUTE1_88512	no
Nc|NCU05047	no	Nd|NEUDI1_67003	no	Nt|NEUTE1_104288	no
Nc|NCU05048	yes	Nd|NEUDI1_19552	yes	Nt|NEUTE1_104287	no
Nc|NCU05049	yes	Nd|NEUDI1_85511	yes	Nt|NEUTE1_49989	no
Nc|NCU05050	no	Nd|NEUDI1_128754	no	Nt|NEUTE1_125000	no
Nc|NCU05051	no	Nd|NEUDI1_15775	no	Nt|NEUTE1_132235	no
Nc|NCU05052	no	NONE	NA	NONE	NA
Nc|NCU05053	no	Nd|NEUDI1_128755	no	Nt|NEUTE1_88505	no
Nc|NCU05054	no	Nd|NEUDI1_158274	yes	Nt|NEUTE1_113304	no
Nc|NCU05055	yes	Nd|NEUDI1_19558	yes	Nt|NEUTE1_141144	no
Nc|NCU05056	yes	Nd|NEUDI1_113900	yes	Nt|NEUTE1_124997	yes
Nc|NCU05057	yes	Nd|NEUDI1_85522	no	Nt|NEUTE1_113301	yes
Nc|NCU05058	yes	Nd|NEUDI1_169125	yes	Nt|NEUTE1_49266	yes
Nc|NCU05059	yes	Nd|NEUDI1_113907	yes	Nt|NEUTE1_50014	yes
Nc|NCU05060	no	Nd|NEUDI1_103916	yes	Nt|NEUTE1_69824	no
Nc|NCU05061	no	Nd|NEUDI1_66615	no	Nt|NEUTE1_118337	no
Nc|NCU05062	no	Nd|NEUDI1_158277	no	Nt|NEUTE1_118336,NEUTE1_88499	no,no
Nc|NCU05063	no	NONE	NA	NONE	NA
Nc|NCU05064	no	Nd|NEUDI1_128770	no	Nt|NEUTE1_69818	no
Nc|NCU05066	no	Nd|NEUDI1_103933	no	Nt|NEUTE1_124991	no
Nc|NCU05067	no	Nd|NEUDI1_103930	no	Nt|NEUTE1_88488	no
Nc|NCU05068	yes	Nd|NEUDI1_158280	yes	Nt|NEUTE1_132225	no
Nc|NCU05069	yes	Nd|NEUDI1_158280	yes	Nt|NEUTE1_124987	no
Nc|NCU05070	yes	Nd|NEUDI1_128762	yes	Nt|NEUTE1_104266	yes
Nc|NCU05071	yes	Nd|NEUDI1_142073	yes	Nt|NEUTE1_113287	yes
Nc|NCU05073	yes	Nd|NEUDI1_15799	no	Nt|NEUTE1_104264	yes
Nc|NCU05074	yes	Nd|NEUDI1_15799	no	Nt|NEUTE1_149046	yes
Nc|NCU05075	no	Nd|NEUDI1_103948	no	Nt|NEUTE1_124984	no
Nc|NCU05076	no	Nd|NEUDI1_15797,NEUDI1_103948	no,no	Nt|NEUTE1_124984	no
Nc|NCU05077	no	Nd|NEUDI1_158285	no	Nt|NEUTE1_69791	no
Nc|NCU05078	yes	Nd|NEUDI1_19579	no	Nt|NEUTE1_88466	no
Nc|NCU05079	yes	Nd|NEUDI1_85551	yes	Nt|NEUTE1_69785	yes
Nc|NCU05080	yes	Nd|NEUDI1_66987	yes	Nt|NEUTE1_149041	yes
Nc|NCU05081	yes	Nd|NEUDI1_128775	yes	Nt|NEUTE1_149041	yes
Nc|NCU05082	yes	Nd|NEUDI1_19585	yes	Nt|NEUTE1_50025	yes
Nc|NCU05083	yes	NONE	NA	Nt|NEUTE1_49755	yes
Nc|NCU05084	yes	Nd|NEUDI1_66667	yes	Nt|NEUTE1_124979	yes
Nc|NCU05085	yes	NONE	NA	Nt|NEUTE1_113275	yes
Nc|NCU05086	yes	Nd|NEUDI1_66718	yes	Nt|NEUTE1_48329	yes
Nc|NCU05089	yes	Nd|NEUDI1_128776	yes	Nt|NEUTE1_69779	yes
Nc|NCU05091	yes	NONE	NA	NONE	NA
Nc|NCU05092	yes	Nd|NEUDI1_113932	yes	Nt|NEUTE1_104251	yes
Nc|NCU05093	yes	Nd|NEUDI1_142088	yes	Nt|NEUTE1_88452	yes
Nc|NCU05094	yes	Nd|NEUDI1_103954	yes	Nt|NEUTE1_88449,NEUTE1_88452	yes,no
Nc|NCU05095	yes	Nd|NEUDI1_158291	yes	Nt|NEUTE1_118326	yes
Nc|NCU05096	yes	Nd|NEUDI1_128780	yes	Nt|NEUTE1_113266	yes
Nc|NCU05097	yes	Nd|NEUDI1_113937	yes	Nt|NEUTE1_141108	yes
Nc|NCU05098	yes	Nd|NEUDI1_85571	yes	Nt|NEUTE1_49582	yes
Nc|NCU05099	yes	Nd|NEUDI1_128782	yes	Nt|NEUTE1_141106	yes
Nc|NCU05100	yes	Nd|NEUDI1_34525	yes	Nt|NEUTE1_104244	yes
Nc|NCU05101	yes	Nd|NEUDI1_15817	yes	Nt|NEUTE1_104243	yes
Nc|NCU05102	yes	Nd|NEUDI1_19604	yes	Nt|NEUTE1_104242	yes
Nc|NCU05104	yes	Nd|NEUDI1_19603	yes	Nt|NEUTE1_69765	yes
Nc|NCU05105	yes	Nd|NEUDI1_85574	yes	Nt|NEUTE1_49160	yes
Nc|NCU05106	yes	NONE	NA	Nt|NEUTE1_141100	yes
Nc|NCU05107	yes	Nd|NEUDI1_19600	yes	Nt|NEUTE1_27386	yes
Nc|NCU05108	yes	Nd|NEUDI1_113939	yes	Nt|NEUTE1_113254	yes
Nc|NCU05110	yes	Nd|NEUDI1_128782	yes	Nt|NEUTE1_48623	yes
Nc|NCU05111	yes	Nd|NEUDI1_15819	yes	Nt|NEUTE1_48399	yes
Nc|NCU05112	yes	Nd|NEUDI1_15819	yes	Nt|NEUTE1_49364	yes
Nc|NCU05113	yes	Nd|NEUDI1_15820	yes	Nt|NEUTE1_104235	yes
Nc|NCU05114	yes	Nd|NEUDI1_19612	yes	Nt|NEUTE1_88442	no
Nc|NCU05115	no	Nd|NEUDI1_128785	no	Nt|NEUTE1_141091	no
Nc|NCU05116	no	Nd|NEUDI1_169139	no	Nt|NEUTE1_69762	no
Nc|NCU05117	no	Nd|NEUDI1_128787	no	Nt|NEUTE1_149032	no
Nc|NCU05118	no	Nd|NEUDI1_128787	no	Nt|NEUTE1_118325	no
Nc|NCU05119	no	Nd|NEUDI1_36104	no	Nt|NEUTE1_28458	no
Nc|NCU05120	no	Nd|NEUDI1_128789	no	Nt|NEUTE1_124967	no
Nc|NCU05121	no	Nd|NEUDI1_158301	no	Nt|NEUTE1_50259	no
Nc|NCU05122	no	Nd|NEUDI1_169143	no	Nt|NEUTE1_118322	no
Nc|NCU05123	yes	Nd|NEUDI1_103987	yes	Nt|NEUTE1_124965	no
Nc|NCU05126	no	Nd|NEUDI1_103990	no	Nt|NEUTE1_118321	no
Nc|NCU05127	no	Nd|NEUDI1_128795,NEUDI1_103993	no,no	Nt|NEUTE1_149024	no
Nc|NCU05128	no	Nd|NEUDI1_103993	no	Nt|NEUTE1_49031	no
Nc|NCU05129	no	Nd|NEUDI1_169146	no	Nt|NEUTE1_118320	no
Nc|NCU05130	no	NONE	NA	Nt|NEUTE1_124960	no
Nc|NCU05131	yes	Nd|NEUDI1_85610	no	NONE	NA
Nc|NCU05132	no	Nd|NEUDI1_19638	no	Nt|NEUTE1_149019	no
Nc|NCU05133	no	Nd|NEUDI1_104007	no	Nt|NEUTE1_132202	no
Nc|NCU05134	no	Nd|NEUDI1_169150	no	Nt|NEUTE1_104214	no
Nc|NCU05135	no	Nd|NEUDI1_169149,NEUDI1_15841	no,no	Nt|NEUTE1_124956	no
Nc|NCU05136	no	Nd|NEUDI1_169148	no	Nt|NEUTE1_118317	no
Nc|NCU05137	no	Nd|NEUDI1_169147	no	Nt|NEUTE1_118316	no
Nc|NCU05138	no	NONE	NA	Nt|NEUTE1_118315,NEUTE1_118316	no,no
Nc|NCU05139	no	Nd|NEUDI1_128806	no	Nt|NEUTE1_88395	no
Nc|NCU05140	no	Nd|NEUDI1_128806	no	Nt|NEUTE1_88395	no
Nc|NCU05141	no	Nd|NEUDI1_163948	no	Nt|NEUTE1_96229	no
Nc|NCU05142	no	Nd|NEUDI1_158318	no	Nt|NEUTE1_88391	no
Nc|NCU05143	no	Nd|NEUDI1_169156	no	Nt|NEUTE1_48996	no
Nc|NCU05145	no	Nd|NEUDI1_19645	no	Nt|NEUTE1_69711	no
Nc|NCU05146	no	Nd|NEUDI1_128811	yes	Nt|NEUTE1_124948	no
Nc|NCU05147	no	Nd|NEUDI1_128812	yes	Nt|NEUTE1_88388	no
Nc|NCU05148	no	Nd|NEUDI1_169157	yes	Nt|NEUTE1_149007	no
Nc|NCU05149	no	Nd|NEUDI1_128813	yes	Nt|NEUTE1_149006	no
Nc|NCU05150	no	Nd|NEUDI1_142126	yes	Nt|NEUTE1_141058	no
Nc|NCU05151	no	Nd|NEUDI1_85639	yes	Nt|NEUTE1_69706	no
Nc|NCU05152	no	Nd|NEUDI1_113984	no	Nt|NEUTE1_113218	no
Nc|NCU05153	no	Nd|NEUDI1_128815	no	Nt|NEUTE1_88381	no
Nc|NCU05154	no	Nd|NEUDI1_104033	yes	Nt|NEUTE1_113216	no
Nc|NCU05155	yes	Nd|NEUDI1_19655	yes	Nt|NEUTE1_141053	yes
Nc|NCU05156	yes	Nd|NEUDI1_128817	yes	Nt|NEUTE1_132189	no
Nc|NCU05157	yes	Nd|NEUDI1_19657	yes	Nt|NEUTE1_69695	no
Nc|NCU05158	yes	Nd|NEUDI1_19659	yes	Nt|NEUTE1_124939	no
Nc|NCU05159	yes	Nd|NEUDI1_104040	yes	Nt|NEUTE1_49508	no
Nc|NCU05160	yes	Nd|NEUDI1_103230	yes	Nt|NEUTE1_116734	no
Nc|NCU05161	no	Nd|NEUDI1_19173,NEUDI1_19174	yes,no	Nt|NEUTE1_121702	no
Nc|NCU05162	no	Nd|NEUDI1_103233	yes	Nt|NEUTE1_129232	no
Nc|NCU05163	no	Nd|NEUDI1_163736	yes	Nt|NEUTE1_38729	no
Nc|NCU05164	yes	Nd|NEUDI1_19177,NEUDI1_168947	yes,no	Nt|NEUTE1_116732	no
Nc|NCU05165	yes	Nd|NEUDI1_19177,NEUDI1_168947	yes,no	Nt|NEUTE1_39852,NEUTE1_116732	no,no
Nc|NCU05166	no	Nd|NEUDI1_19179	yes	NONE	NA
Nc|NCU05168	no	Nd|NEUDI1_103247	yes	Nt|NEUTE1_116730	no
Nc|NCU05169	yes	Nd|NEUDI1_128490	yes	Nt|NEUTE1_145886	no
Nc|NCU05170	yes	Nd|NEUDI1_103253	yes	Nt|NEUTE1_121692	yes
Nc|NCU05171	yes	NONE	NA	Nt|NEUTE1_137035	yes
Nc|NCU05172	yes	Nd|NEUDI1_66234	yes	Nt|NEUTE1_100147	yes
Nc|NCU05173	yes	Nd|NEUDI1_66234	yes	Nt|NEUTE1_137032	yes
Nc|NCU05175	yes	Nd|NEUDI1_66234	yes	Nt|NEUTE1_109461	yes
Nc|NCU05176	yes	Nd|NEUDI1_113579	yes	Nt|NEUTE1_109461	yes
Nc|NCU05177	yes	Nd|NEUDI1_113579	yes	Nt|NEUTE1_37955	yes
Nc|NCU05178	yes	NONE	NA	Nt|NEUTE1_21184	no
Nc|NCU05179	yes	Nd|NEUDI1_19189	yes	Nt|NEUTE1_109457	yes
Nc|NCU05180	no	Nd|NEUDI1_158009	yes	Nt|NEUTE1_80620	no
Nc|NCU05182	no	Nd|NEUDI1_163741,NEUDI1_141769	yes,no	Nt|NEUTE1_80619	no
Nc|NCU05183	no	Nd|NEUDI1_158012	yes	Nt|NEUTE1_121688	no
Nc|NCU05184	yes	Nd|NEUDI1_158012	yes	Nt|NEUTE1_121688	no
Nc|NCU05185	yes	Nd|NEUDI1_158013	yes	Nt|NEUTE1_145879	no
Nc|NCU05186	yes	Nd|NEUDI1_128496	yes	Nt|NEUTE1_100139	no
Nc|NCU05187	no	Nd|NEUDI1_65991	yes	Nt|NEUTE1_100138	no
Nc|NCU05188	no	Nd|NEUDI1_103271	yes	Nt|NEUTE1_61928	no
Nc|NCU05189	no	Nd|NEUDI1_103273	yes	Nt|NEUTE1_80603	no
Nc|NCU05190	no	Nd|NEUDI1_141775	yes	Nt|NEUTE1_39703,NEUTE1_80603	no,no
Nc|NCU05191	no	Nd|NEUDI1_65998	yes	Nt|NEUTE1_40103	no
Nc|NCU05192	no	Nd|NEUDI1_19205,NEUDI1_128499	yes,no	Nt|NEUTE1_80599	no
Nc|NCU05193	no	Nd|NEUDI1_141777	yes	Nt|NEUTE1_80598	no
Nc|NCU05194	no	Nd|NEUDI1_158016	no	Nt|NEUTE1_121681	no
Nc|NCU05195	no	Nd|NEUDI1_158017	no	Nt|NEUTE1_129215	no
Nc|NCU05196	no	Nd|NEUDI1_128502	no	Nt|NEUTE1_61912	no
Nc|NCU05197	no	Nd|NEUDI1_128502,NEUDI1_19210	no,no	Nt|NEUTE1_145871	no
Nc|NCU05198	no	Nd|NEUDI1_158019	no	Nt|NEUTE1_121677	no
Nc|NCU05199	no	Nd|NEUDI1_103287	no	Nt|NEUTE1_38343	no
Nc|NCU05200	no	Nd|NEUDI1_84907	no	Nt|NEUTE1_80581	no
Nc|NCU05201	no	Nd|NEUDI1_66411	no	Nt|NEUTE1_40414	no
Nc|NCU05202	no	Nd|NEUDI1_84909	no	Nt|NEUTE1_80580	no
Nc|NCU05203	no	Nd|NEUDI1_84912	no	Nt|NEUTE1_80577	no
Nc|NCU05204	no	Nd|NEUDI1_128509	no	Nt|NEUTE1_80573	no
Nc|NCU05206	no	Nd|NEUDI1_66145	no	Nt|NEUTE1_80570	no
Nc|NCU05207	no	Nd|NEUDI1_103306	no	Nt|NEUTE1_80564	no
Nc|NCU05208	no	NONE	NA	NONE	NA
Nc|NCU05209	no	Nd|NEUDI1_103306	no	NONE	NA
Nc|NCU05210	no	Nd|NEUDI1_103310	no	Nt|NEUTE1_80563	no
Nc|NCU05211	no	NONE	NA	Nt|NEUTE1_80560	no
Nc|NCU05212	no	Nd|NEUDI1_19225	no	Nt|NEUTE1_80559	no
Nc|NCU05213	no	Nd|NEUDI1_103314	no	Nt|NEUTE1_121665	no
Nc|NCU05214	no	Nd|NEUDI1_128516,NEUDI1_103314	no,no	Nt|NEUTE1_121665	no
Nc|NCU05216	no	Nd|NEUDI1_113612	no	Nt|NEUTE1_80552,NEUTE1_40251	no,no
Nc|NCU05217	no	Nd|NEUDI1_103317	no	Nt|NEUTE1_80552	no
Nc|NCU05218	no	Nd|NEUDI1_158037	no	Nt|NEUTE1_80548	no
Nc|NCU05219	no	Nd|NEUDI1_84942	no	Nt|NEUTE1_80543	no
Nc|NCU05220	no	Nd|NEUDI1_168966	no	Nt|NEUTE1_116720	no
Nc|NCU05221	no	Nd|NEUDI1_84947	no	Nt|NEUTE1_80538	no
Nc|NCU05222	no	Nd|NEUDI1_168968	no	Nt|NEUTE1_80536	no
Nc|NCU05224	no	Nd|NEUDI1_158043	no	Nt|NEUTE1_80529	no
Nc|NCU05225	no	Nd|NEUDI1_168973,NEUDI1_158044	no,no	Nt|NEUTE1_121654	no
Nc|NCU05226	no	Nd|NEUDI1_168973	no	Nt|NEUTE1_80524	no
Nc|NCU05227	no	Nd|NEUDI1_168974	no	Nt|NEUTE1_61842	no
Nc|NCU05228	no	Nd|NEUDI1_103349	no	Nt|NEUTE1_145843	no
Nc|NCU05229	no	Nd|NEUDI1_128529	no	Nt|NEUTE1_129187	no
Nc|NCU05230	no	Nd|NEUDI1_158048	no	Nt|NEUTE1_116715	no
Nc|NCU05231	no	Nd|NEUDI1_168975	no	Nt|NEUTE1_61834	no
Nc|NCU05232	no	Nd|NEUDI1_84974	no	Nt|NEUTE1_129184	no
Nc|NCU05233	no	Nd|NEUDI1_103359	no	Nt|NEUTE1_80506	no
Nc|NCU05234	no	Nd|NEUDI1_168978	no	Nt|NEUTE1_61827	no
Nc|NCU05235	no	Nd|NEUDI1_103363	no	Nt|NEUTE1_121645	no
Nc|NCU05236	no	Nd|NEUDI1_66525	no	Nt|NEUTE1_80497	no
Nc|NCU05237	no	Nd|NEUDI1_103366	no	Nt|NEUTE1_145833	no
Nc|NCU05238	no	Nd|NEUDI1_158052	no	Nt|NEUTE1_129178	no
Nc|NCU05239	no	Nd|NEUDI1_19254,NEUDI1_19255	no,no	Nt|NEUTE1_80490	no
Nc|NCU05240	no	Nd|NEUDI1_168981	no	Nt|NEUTE1_116711	no
Nc|NCU05242	no	Nd|NEUDI1_128539	no	Nt|NEUTE1_121638	no
Nc|NCU05243	no	Nd|NEUDI1_103377	no	Nt|NEUTE1_38488	no
Nc|NCU05244	no	Nd|NEUDI1_84997	no	Nt|NEUTE1_80478	no
Nc|NCU05245	no	Nd|NEUDI1_168982	no	Nt|NEUTE1_80475	no
Nc|NCU05246	no	Nd|NEUDI1_85004	no	Nt|NEUTE1_80472,NEUTE1_116707	no,no
Nc|NCU05248	no	Nd|NEUDI1_168984	no	Nt|NEUTE1_61792	no
Nc|NCU05250	no	Nd|NEUDI1_103391	no	Nt|NEUTE1_121631	no
Nc|NCU05251	no	Nd|NEUDI1_168987	no	Nt|NEUTE1_80458,NEUTE1_145821	no,no
Nc|NCU05252	no	Nd|NEUDI1_168987,NEUDI1_103398	no,no	Nt|NEUTE1_80458	no
Nc|NCU05253	no	Nd|NEUDI1_66079	no	Nt|NEUTE1_145819	no
Nc|NCU05254	no	Nd|NEUDI1_85020	no	Nt|NEUTE1_80455	no
Nc|NCU05255	no	Nd|NEUDI1_141834	no	Nt|NEUTE1_80452	no
Nc|NCU05256	no	Nd|NEUDI1_168991	no	Nt|NEUTE1_145816	no
Nc|NCU05257	no	Nd|NEUDI1_85026	no	Nt|NEUTE1_145815	no
Nc|NCU05259	no	Nd|NEUDI1_158069	no	Nt|NEUTE1_80447	no
Nc|NCU05260	no	Nd|NEUDI1_19272	no	Nt|NEUTE1_61763	no
Nc|NCU05261	no	Nd|NEUDI1_85033	no	Nt|NEUTE1_61761	no
Nc|NCU05262	no	Nd|NEUDI1_168994	no	Nt|NEUTE1_100065	no
Nc|NCU05263	no	Nd|NEUDI1_103420,NEUDI1_85040	no,no	Nt|NEUTE1_61753,NEUTE1_61756	no,no
Nc|NCU05264	no	Nd|NEUDI1_103420,NEUDI1_85040	no,no	Nt|NEUTE1_61753,NEUTE1_61756	no,no
Nc|NCU05265	no	Nd|NEUDI1_128560	no	Nt|NEUTE1_80430	no
Nc|NCU05266	no	Nd|NEUDI1_128561,NEUDI1_168998	no,no	Nt|NEUTE1_80428	no
Nc|NCU05267	no	Nd|NEUDI1_103429,NEUDI1_163791	no,no	Nt|NEUTE1_109371,NEUTE1_129153	no,no
Nc|NCU05268	no	Nd|NEUDI1_113662	no	Nt|NEUTE1_121615	no
Nc|NCU05269	no	Nd|NEUDI1_169000	no	Nt|NEUTE1_100057	no
Nc|NCU05270	no	Nd|NEUDI1_158080	no	Nt|NEUTE1_145803	no
Nc|NCU05271	no	Nd|NEUDI1_103440	no	Nt|NEUTE1_80414	no
Nc|NCU05272	no	Nd|NEUDI1_85059	no	Nt|NEUTE1_80413	no
Nc|NCU05273	no	Nd|NEUDI1_128567	no	Nt|NEUTE1_129147	no
Nc|NCU05274	no	Nd|NEUDI1_169001	no	Nt|NEUTE1_80407	no
Nc|NCU05275	no	Nd|NEUDI1_65997	no	Nt|NEUTE1_27436	no
Nc|NCU05276	no	Nd|NEUDI1_158085	no	Nt|NEUTE1_116694	no
Nc|NCU05277	no	Nd|NEUDI1_158085	no	Nt|NEUTE1_80396	no
Nc|NCU05278	no	Nd|NEUDI1_169007	no	Nt|NEUTE1_116692	no
Nc|NCU05279	no	Nd|NEUDI1_85081	no	Nt|NEUTE1_61710	no
Nc|NCU05280	no	Nd|NEUDI1_85082	no	Nt|NEUTE1_129143	no
Nc|NCU05281	no	Nd|NEUDI1_158091	no	Nt|NEUTE1_80387	no
Nc|NCU05282	no	Nd|NEUDI1_85086	no	Nt|NEUTE1_129141	no
Nc|NCU05284	no	NONE	NA	Nt|NEUTE1_100044	no
Nc|NCU05285	no	Nd|NEUDI1_169009	no	Nt|NEUTE1_80382	no
Nc|NCU05286	no	Nd|NEUDI1_85090	no	Nt|NEUTE1_136923	no
Nc|NCU05287	no	Nd|NEUDI1_113679	no	Nt|NEUTE1_61697	no
Nc|NCU05288	no	Nd|NEUDI1_169013	no	Nt|NEUTE1_116688	no
Nc|NCU05289	no	Nd|NEUDI1_85098	no	Nt|NEUTE1_38258	no
Nc|NCU05290	no	Nd|NEUDI1_66208	no	Nt|NEUTE1_116687	no
Nc|NCU05291	no	Nd|NEUDI1_66208,NEUDI1_66163	no,no	Nt|NEUTE1_61686,NEUTE1_116687	no,no
Nc|NCU05292	no	Nd|NEUDI1_128583	no	Nt|NEUTE1_80362	no
Nc|NCU05293	no	Nd|NEUDI1_158101	no	Nt|NEUTE1_80362	no
Nc|NCU05294	no	Nd|NEUDI1_85109	no	Nt|NEUTE1_121594	no
Nc|NCU05295	no	Nd|NEUDI1_85109	no	Nt|NEUTE1_121593	no
Nc|NCU05296	no	Nd|NEUDI1_85116	no	Nt|NEUTE1_121592	no
Nc|NCU05298	no	Nd|NEUDI1_128588	no	Nt|NEUTE1_80350	no
Nc|NCU05299	no	Nd|NEUDI1_85123	no	Nt|NEUTE1_61668	no
Nc|NCU05300	no	Nd|NEUDI1_103507	no	Nt|NEUTE1_136909	no
Nc|NCU05301	no	Nd|NEUDI1_85126	no	Nt|NEUTE1_80343	no
Nc|NCU05302	no	Nd|NEUDI1_85129	no	Nt|NEUTE1_129127	no
Nc|NCU05303	no	Nd|NEUDI1_113695	no	Nt|NEUTE1_37887	no
Nc|NCU05304	no	Nd|NEUDI1_103517	no	Nt|NEUTE1_61655	no
Nc|NCU05305	no	Nd|NEUDI1_158112	no	Nt|NEUTE1_145772	no
Nc|NCU05306	no	Nd|NEUDI1_85141	no	Nt|NEUTE1_100025	no
Nc|NCU05307	no	Nd|NEUDI1_169023,NEUDI1_85145	no,no	Nt|NEUTE1_145770	no
Nc|NCU05308	no	Nd|NEUDI1_128598	no	Nt|NEUTE1_121582,NEUTE1_109336	no,no
Nc|NCU05309	no	Nd|NEUDI1_169025,NEUDI1_169026	no,no	Nt|NEUTE1_80322	no
Nc|NCU05311	no	Nd|NEUDI1_103534	no	Nt|NEUTE1_61639	no
Nc|NCU05312	no	Nd|NEUDI1_19327	no	Nt|NEUTE1_145766	no
Nc|NCU05313	no	Nd|NEUDI1_85153	no	Nt|NEUTE1_80313	no
Nc|NCU05314	no	Nd|NEUDI1_103538	no	Nt|NEUTE1_145764	no
Nc|NCU05315	no	Nd|NEUDI1_158122	no	Nt|NEUTE1_61631	no
Nc|NCU05316	no	Nd|NEUDI1_45177,NEUDI1_141894	no,no	Nt|NEUTE1_121573,NEUTE1_109326	no,no
Nc|NCU05317	no	Nd|NEUDI1_19332	no	Nt|NEUTE1_121572	no
Nc|NCU05318	no	Nd|NEUDI1_128606	no	Nt|NEUTE1_61620	no
Nc|NCU05319	no	Nd|NEUDI1_66002	no	Nt|NEUTE1_61616	no
Nc|NCU05320	no	Nd|NEUDI1_113713	no	Nt|NEUTE1_100009	no
Nc|NCU05321	no	Nd|NEUDI1_66412	no	Nt|NEUTE1_121569	no
Nc|NCU05338	no	Nd|NEUDI1_164617	no	Nt|NEUTE1_84427,NEUTE1_117515,NEUTE1_111277	no,no,no
Nc|NCU05340	no	Nd|NEUDI1_169817	no	Nt|NEUTE1_65744,NEUTE1_84427	no,no
Nc|NCU05341	no	NONE	NA	Nt|NEUTE1_102137	no
Nc|NCU05342	no	Nd|NEUDI1_84842	no	Nt|NEUTE1_123298,NEUTE1_123297	no,no
Nc|NCU05343	no	Nd|NEUDI1_84840	no	Nt|NEUTE1_84419	no
Nc|NCU05345	no	Nd|NEUDI1_84836	no	Nt|NEUTE1_130678	no
Nc|NCU05346	no	Nd|NEUDI1_157994	no	Nt|NEUTE1_84413,NEUTE1_123293	no,no
Nc|NCU05347	no	Nd|NEUDI1_168942	no	Nt|NEUTE1_84413	no
Nc|NCU05349	no	Nd|NEUDI1_157992	no	Nt|NEUTE1_123290	no
Nc|NCU05350	no	Nd|NEUDI1_141750	no	Nt|NEUTE1_102126	no
Nc|NCU05351	no	NONE	NA	Nt|NEUTE1_138938	no
Nc|NCU05354	no	NONE	NA	Nt|NEUTE1_84406	no
Nc|NCU05356	no	Nd|NEUDI1_65638,NEUDI1_113556	no,no	Nt|NEUTE1_45366,NEUTE1_123288	no,no
Nc|NCU05358	no	Nd|NEUDI1_113554	no	Nt|NEUTE1_44974	no
Nc|NCU05360	no	Nd|NEUDI1_128474	no	Nt|NEUTE1_84402	no
Nc|NCU05363	no	Nd|NEUDI1_157988	no	Nt|NEUTE1_117508	no
Nc|NCU05364	no	Nd|NEUDI1_157988	no	Nt|NEUTE1_65715	no
Nc|NCU05368	no	NONE	NA	NONE	NA
Nc|NCU05370	no	NONE	NA	NONE	NA
Nc|NCU05373	no	Nd|NEUDI1_157986	no	Nt|NEUTE1_84392	no
Nc|NCU05375	no	Nd|NEUDI1_103197	no	Nt|NEUTE1_117506,NEUTE1_65709	no,no
Nc|NCU05376	no	Nd|NEUDI1_128466	no	Nt|NEUTE1_84384	no
Nc|NCU05377	no	Nd|NEUDI1_84812,NEUDI1_141740	no,no	Nt|NEUTE1_65706,NEUTE1_138926	no,no
Nc|NCU05378	no	Nd|NEUDI1_84812,NEUDI1_141740	no,no	Nt|NEUTE1_138926	no
