Locus	Supercontig	Start	Stop	Strand	NaN	Gene Name	Ontology Term ID	Ontology Term Name	Protein Family
NCU12136	supercont10.6	1580440	1581311	+	595.625	hypothetical protein			
NCU01081	supercont10.5	2850890	2853283	-	595.548387096774	hypothetical protein			
NCU09389	supercont10.7	2986546	2987152	-	595.384615384615	hypothetical protein			
NCU11228	supercont10.1	3445800	3449532	+	595.355555555556	DUF1339 domain-containing protein			
NCU05858	supercont10.7	174361	178457	+	595.270833333333	fatty acid oxygenase	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU08035	supercont10.4	3976687	3978316	-	595.166666666667	vacuolar ATPase subunit D	"GO:0007035	GO:0046961	GO:0046961	GO:0000221	GO:0046961	GO:0000221	GO:0007035	GO:0000221	GO:0007035	GO:0046961	GO:0007035	GO:0000221"	"vacuolar acidification	proton-transporting ATPase activity	 rotational mechanism	proton-transporting ATPase activity	 rotational mechanism	vacuolar proton-transporting V-type ATPase	 V1 domain	proton-transporting ATPase activity	 rotational mechanism	vacuolar proton-transporting V-type ATPase	 V1 domain	vacuolar acidification	vacuolar proton-transporting V-type ATPase	 V1 domain	vacuolar acidification	proton-transporting ATPase activity	 rotational mechanism	vacuolar acidification	vacuolar proton-transporting V-type ATPase	 V1 domain"	
NCU03701	supercont10.5	2130564	2131289	-	595.142857142857	hypothetical protein			
NCU09895	supercont10.1	3990932	3992684	+	595.083333333333	thioesterase			
NCU07762	supercont10.5	388400	390120	+	595.08	hypothetical protein			
NCU00563	supercont10.1	7989453	7991363	+	595	hypothetical protein			
NCU10904	supercont10.6	718482	720405	-	594.777777777778	hypothetical protein			
NCU03297	supercont10.1	5221902	5224245	-	594.766666666667	cytochrome c peroxidase			
NCU03643	supercont10.5	1930782	1934109	+	594.682926829268	cutinase transcription factor 1 beta	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU03678	supercont10.5	2041501	2044082	-	594.454545454545	ssh-4			
NCU06117	supercont10.7	2505778	2508294	+	594.40625	hypothetical protein			
NCU06951	supercont10.7	3374125	3375603	+	594.318181818182	hypothetical protein			
NCU06654	supercont10.5	4135176	4137810	-	594.147058823529	DNA repair protein Ntg1			
NCU01704	supercont10.2	2671645	2673797	-	594.035714285714	NADP:D-xylose dehydrogenase			
NCU06879	supercont10.7	3615579	3616163	+	594	hypothetical protein			
NCU05390	supercont10.2	1500700	1502874	-	593.931034482759	mitochondrial phosphate carrier protein	"GO:0005740	GO:0005315	GO:0005315	GO:0006817	GO:0006817	GO:0005739	GO:0005740	GO:0005315	GO:0005740	GO:0005739	GO:0005739	GO:0005315	GO:0006817	GO:0005739	GO:0005740	GO:0005315	GO:0006817	GO:0006817	GO:0005739	GO:0005740"	"mitochondrial envelope	inorganic phosphate transmembrane transporter activity	inorganic phosphate transmembrane transporter activity	phosphate transport	phosphate transport	mitochondrion	mitochondrial envelope	inorganic phosphate transmembrane transporter activity	mitochondrial envelope	mitochondrion	mitochondrion	inorganic phosphate transmembrane transporter activity	phosphate transport	mitochondrion	mitochondrial envelope	inorganic phosphate transmembrane transporter activity	phosphate transport	phosphate transport	mitochondrion	mitochondrial envelope"	
NCU06123	supercont10.7	2527197	2530482	+	593.9	phosphoketolase			
NCU03627	supercont10.5	1893403	1895817	-	593.870967741935	hypothetical protein			
NCU02041	supercont10.1	1585582	1587615	+	593.821428571429	anchored cell wall protein-11	"GO:0030446	GO:0030446	FAO:0001001	FAO:0001001	FAO:0001001	GO:0030446"	"hyphal cell wall	hyphal cell wall	hypha	hypha	hypha	hyphal cell wall"	
NCU04051	supercont10.6	2064754	2067210	+	593.8125	GCN20	"GO:0005829	GO:0022626	GO:0006448	GO:0005829	GO:0006448	GO:0022626	GO:0006448	GO:0005829	GO:0006448	GO:0022626	GO:0022626	GO:0005829"	"cytosol	cytosolic ribosome	regulation of translational elongation	cytosol	regulation of translational elongation	cytosolic ribosome	regulation of translational elongation	cytosol	regulation of translational elongation	cytosolic ribosome	cytosolic ribosome	cytosol"	
NCU11764	supercont10.4	3317091	3318730	-	593.75	F-box domain-containing protein			
NCU01102	supercont10.5	2921239	2923262	+	593.703703703704	mitochondrial export translocase Oxa1	"GO:0005739	GO:0005739	GO:0032981	GO:0005739	GO:0005739	GO:0032981	GO:0045039	GO:0045039	GO:0032981	GO:0045039	GO:0032981	GO:0045039"	"mitochondrion	mitochondrion	mitochondrial respiratory chain complex I assembly	mitochondrion	mitochondrion	mitochondrial respiratory chain complex I assembly	protein import into mitochondrial inner membrane	protein import into mitochondrial inner membrane	mitochondrial respiratory chain complex I assembly	protein import into mitochondrial inner membrane	mitochondrial respiratory chain complex I assembly	protein import into mitochondrial inner membrane"	
NCU09911	supercont10.1	53485	54489	+	593.529411764706	formyltetrahydrofolate deformylase			
NCU02926	supercont10.1	8673829	8675394	+	593.454545454545	hypothetical protein			
NCU00478	supercont10.3	3993652	3996220	-	593.454545454545	hypothetical protein			
NCU06405	supercont10.3	1275794	1277454	+	593.416666666667	DNA polymerase epsilon subunit C			
NCU11702	supercont10.4	172430	173830	+	593.380952380952	hypothetical protein			
NCU04569	supercont10.5	1649636	1653813	+	593.285714285714	5-oxoprolinase			
NCU03781	supercont10.5	2389321	2391135	+	593.28	CobW domain-containing protein			
NCU02278	supercont10.7	1166308	1168249	-	593.269230769231	hypothetical protein			
NCU09862	supercont10.6	1872421	1873948	+	593.181818181818	ubiquinone biosynthesis methyltransferase coq5			
NCU02806	supercont10.1	9061320	9063589	+	592.965517241379	14-3-3 family protein 7	"GO:0005829	GO:0000077	GO:0051233	GO:0005515	GO:0008104	GO:0005737	GO:0007126	GO:0005515	GO:0005737	GO:0004864	GO:0007126	GO:0004864	GO:0046982	GO:0007126	GO:0008104	GO:0008104	GO:0005737	GO:0005829	GO:0046982	GO:0000077	GO:0051233	GO:0046982	GO:0051233	GO:0005829	GO:0000077	GO:0005515	GO:0005737	GO:0000077	GO:0004864	GO:0008104	GO:0007126	GO:0046982	GO:0005829	GO:0051233	GO:0005737	GO:0005829	GO:0004864	GO:0051233	GO:0008104	GO:0005515	GO:0046982	GO:0007126	GO:0008104	GO:0000077	GO:0008104	GO:0005515	GO:0005737	GO:0046982	GO:0007126	GO:0005737	GO:0000077	GO:0051233	GO:0004864	GO:0005829	GO:0004864	GO:0046982	GO:0005829	GO:0005515	GO:0005515	GO:0008104	GO:0000077	GO:0005829	GO:0007126	GO:0046982	GO:0004864	GO:0051233	GO:0007126	GO:0005515	GO:0004864	GO:0051233	GO:0005737	GO:0000077	GO:0004864	GO:0046982	GO:0051233	GO:0007126	GO:0000077	GO:0008104	GO:0005829	GO:0005515	GO:0005515	GO:0005737	GO:0000077	GO:0005737	GO:0008104	GO:0007126	GO:0046982	GO:0004864	GO:0005829	GO:0051233"	"cytosol	DNA damage checkpoint	spindle midzone	protein binding	protein localization	cytoplasm	meiosis	protein binding	cytoplasm	phosphoprotein phosphatase inhibitor activity	meiosis	phosphoprotein phosphatase inhibitor activity	protein heterodimerization activity	meiosis	protein localization	protein localization	cytoplasm	cytosol	protein heterodimerization activity	DNA damage checkpoint	spindle midzone	protein heterodimerization activity	spindle midzone	cytosol	DNA damage checkpoint	protein binding	cytoplasm	DNA damage checkpoint	phosphoprotein phosphatase inhibitor activity	protein localization	meiosis	protein heterodimerization activity	cytosol	spindle midzone	cytoplasm	cytosol	phosphoprotein phosphatase inhibitor activity	spindle midzone	protein localization	protein binding	protein heterodimerization activity	meiosis	protein localization	DNA damage checkpoint	protein localization	protein binding	cytoplasm	protein heterodimerization activity	meiosis	cytoplasm	DNA damage checkpoint	spindle midzone	phosphoprotein phosphatase inhibitor activity	cytosol	phosphoprotein phosphatase inhibitor activity	protein heterodimerization activity	cytosol	protein binding	protein binding	protein localization	DNA damage checkpoint	cytosol	meiosis	protein heterodimerization activity	phosphoprotein phosphatase inhibitor activity	spindle midzone	meiosis	protein binding	phosphoprotein phosphatase inhibitor activity	spindle midzone	cytoplasm	DNA damage checkpoint	phosphoprotein phosphatase inhibitor activity	protein heterodimerization activity	spindle midzone	meiosis	DNA damage checkpoint	protein localization	cytosol	protein binding	protein binding	cytoplasm	DNA damage checkpoint	cytoplasm	protein localization	meiosis	protein heterodimerization activity	phosphoprotein phosphatase inhibitor activity	cytosol	spindle midzone"	
NCU08452	supercont10.2	3582897	3586414	-	592.93023255814	hypothetical protein			
NCU06958	supercont10.4	4663313	4664417	-	592.888888888889	hypothetical protein			
NCU10262	supercont10.1	9209219	9211595	-	592.8	general amino-acid permease GAP1			
NCU00346	supercont10.3	3532804	3534669	+	592.8	EBDP2			
NCU01103	supercont10.5	2923854	2924765	+	592.625	carbonic anhydrase			
NCU04942	supercont10.4	813380	815354	-	592.592592592593	methionine permease			
NCU00274	supercont10.3	3259404	3268638	+	592.575757575758	hypothetical protein	"GO:0000077	GO:0000077	GO:0030448	GO:0030448	GO:0000077	GO:0030448"	"DNA damage checkpoint	DNA damage checkpoint	hyphal growth	hyphal growth	DNA damage checkpoint	hyphal growth"	
NCU01343	supercont10.5	3713343	3714747	+	592.571428571429	TPR repeat protein			
NCU00498	supercont10.3	4068126	4071258	+	592.552631578947	molybdenum cofactor biosynthesis protein 1 B			
NCU00159	supercont10.3	2839733	2841131	+	592.52380952381	Sin3-associated polypeptide Sap18			
NCU02063	supercont10.1	1494173	1496667	+	592.21875	mitochondrial intermediate peptidase			
NCU01615	supercont10.2	2949530	2952546	+	592.189189189189	hypothetical protein			
NCU09516	supercont10.3	37896	41763	+	592.173913043478	DNA repair protein rad-5	"GO:0006301	GO:0006281	GO:0006301	GO:0006281	GO:0006281	GO:0006301"	"postreplication repair	DNA repair	postreplication repair	DNA repair	DNA repair	postreplication repair"	
NCU07378	supercont10.1	6159533	6166634	+	591.974358974359	serine threonine protein kinase			
NCU04727	supercont10.6	564912	566393	-	591.904761904762	glucosamine-6-phosphate deaminase	"GO:0005634	GO:0006043	GO:0004342	GO:0006091	GO:0006043	GO:0005794	GO:0004342	GO:0006091	GO:0006043	GO:0005634	GO:0005634	GO:0005794	GO:0005794	GO:0005634	GO:0004342	GO:0004342	GO:0005794	GO:0006091	GO:0005634	GO:0006091	GO:0004342	GO:0006043	GO:0005794	GO:0004342	GO:0006091	GO:0005634	GO:0006043	GO:0006091	GO:0006043	GO:0005794"	"nucleus	glucosamine catabolic process	glucosamine-6-phosphate deaminase activity	generation of precursor metabolites and energy	glucosamine catabolic process	Golgi apparatus	glucosamine-6-phosphate deaminase activity	generation of precursor metabolites and energy	glucosamine catabolic process	nucleus	nucleus	Golgi apparatus	Golgi apparatus	nucleus	glucosamine-6-phosphate deaminase activity	glucosamine-6-phosphate deaminase activity	Golgi apparatus	generation of precursor metabolites and energy	nucleus	generation of precursor metabolites and energy	glucosamine-6-phosphate deaminase activity	glucosamine catabolic process	Golgi apparatus	glucosamine-6-phosphate deaminase activity	generation of precursor metabolites and energy	nucleus	glucosamine catabolic process	generation of precursor metabolites and energy	glucosamine catabolic process	Golgi apparatus"	
NCU01106	supercont10.5	2936025	2938186	+	591.892857142857	L-amino acid oxidase			
NCU09977	supercont10.1	2362386	2363874	-	591.727272727273	hypothetical protein			
NCU04645	supercont10.5	1350526	1352675	-	591.607142857143	DUF124 domain-containing protein			
NCU00202	supercont10.3	2989986	2992804	-	591.583333333333	coronin-6	"GO:0030674	GO:0007015	GO:0030479	GO:0007017	GO:0007017	GO:0030479	GO:0034316	GO:0030479	GO:0007015	GO:0030674	GO:0030674	GO:0051666	GO:0007015	GO:0007017	GO:0051666	GO:0005885	GO:0051015	GO:0030479	GO:0051666	GO:0034316	GO:0034316	GO:0008017	GO:0030479	GO:0007017	GO:0051015	GO:0008017	GO:0007015	GO:0030479	GO:0008017	GO:0007017	GO:0034316	GO:0008017	GO:0034316	GO:0005885	GO:0051666	GO:0051015	GO:0030674	GO:0051015	GO:0008017	GO:0007015	GO:0030479	GO:0007015	GO:0051666	GO:0005885	GO:0005885	GO:0007015	GO:0034316	GO:0007017	GO:0051015	GO:0034316	GO:0051015	GO:0008017	GO:0005885	GO:0051015	GO:0008017	GO:0034316	GO:0051015	GO:0008017	GO:0030479	GO:0030674	GO:0007015	GO:0030674	GO:0051015	GO:0051666	GO:0008017	GO:0005885	GO:0005885	GO:0051666	GO:0034316	GO:0007017	GO:0005885	GO:0005885	GO:0051666	GO:0007017	GO:0007017	GO:0030674	GO:0008017	GO:0034316	GO:0007017	GO:0030479	GO:0030479	GO:0051015	GO:0051666	GO:0030674	GO:0051666	GO:0005885	GO:0030674	GO:0007015	GO:0007015	GO:0030674"	"protein binding	 bridging	actin filament organization	actin cortical patch	microtubule-based process	microtubule-based process	actin cortical patch	negative regulation of Arp2/3 complex-mediated actin nucleation	actin cortical patch	actin filament organization	protein binding	 bridging	protein binding	 bridging	actin cortical patch localization	actin filament organization	microtubule-based process	actin cortical patch localization	Arp2/3 protein complex	actin filament binding	actin cortical patch	actin cortical patch localization	negative regulation of Arp2/3 complex-mediated actin nucleation	negative regulation of Arp2/3 complex-mediated actin nucleation	microtubule binding	actin cortical patch	microtubule-based process	actin filament binding	microtubule binding	actin filament organization	actin cortical patch	microtubule binding	microtubule-based process	negative regulation of Arp2/3 complex-mediated actin nucleation	microtubule binding	negative regulation of Arp2/3 complex-mediated actin nucleation	Arp2/3 protein complex	actin cortical patch localization	actin filament binding	protein binding	 bridging	actin filament binding	microtubule binding	actin filament organization	actin cortical patch	actin filament organization	actin cortical patch localization	Arp2/3 protein complex	Arp2/3 protein complex	actin filament organization	negative regulation of Arp2/3 complex-mediated actin nucleation	microtubule-based process	actin filament binding	negative regulation of Arp2/3 complex-mediated actin nucleation	actin filament binding	microtubule binding	Arp2/3 protein complex	actin filament binding	microtubule binding	negative regulation of Arp2/3 complex-mediated actin nucleation	actin filament binding	microtubule binding	actin cortical patch	protein binding	 bridging	actin filament organization	protein binding	 bridging	actin filament binding	actin cortical patch localization	microtubule binding	Arp2/3 protein complex	Arp2/3 protein complex	actin cortical patch localization	negative regulation of Arp2/3 complex-mediated actin nucleation	microtubule-based process	Arp2/3 protein complex	Arp2/3 protein complex	actin cortical patch localization	microtubule-based process	microtubule-based process	protein binding	 bridging	microtubule binding	negative regulation of Arp2/3 complex-mediated actin nucleation	microtubule-based process	actin cortical patch	actin cortical patch	actin filament binding	actin cortical patch localization	protein binding	 bridging	actin cortical patch localization	Arp2/3 protein complex	protein binding	 bridging	actin filament organization	actin filament organization	protein binding	 bridging"	
NCU01275	supercont10.5	3486632	3488066	+	591.571428571429	oxidoreductase			
NCU04561	supercont10.5	1678434	1680079	+	591.565217391304	melanization defective-1			
NCU04165	supercont10.5	5051021	5052629	-	591.565217391304	low-temperature viability protein ltv1			
NCU10019	supercont10.7	2954616	2956168	+	591.454545454545	hypothetical protein			
NCU06209	supercont10.3	1916295	1917839	-	591.391304347826	hypothetical protein			
